ownerid,parcelid,name,address1,address2,city,StateCode,PostalCode,CountryCode,DateAcquired,OwnDoc,SalePrice,Status,Instrument,InstrumentType,url,sortdate
7658757,367765,O.I.C. MCPHERSON PLACE TOWNHOMES,5516 MAPLESONG DR,,NASHVILLE,TN,37211,US,5/26/06,MA-20060601 0064701,,Active,MA-20060601 0064701,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200606010064701,1.15E+12
7658758,367768,O.I.C. MCPHERSON PLACE TOWNHOMES,5516 MAPLESONG DR,,NASHVILLE,TN,37211,US,5/26/06,MA-20060601 0064701,,Active,MA-20060601 0064701,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200606010064701,1.15E+12
7658759,367771,O.I.C. MCPHERSON PLACE TOWNHOMES,5516 MAPLESONG DR,,NASHVILLE,TN,37211,US,5/26/06,MA-20060601 0064701,,Active,MA-20060601 0064701,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200606010064701,1.15E+12
7658761,367774,O.I.C. MCPHERSON PLACE TOWNHOMES,5516 MAPLESONG DR,,NASHVILLE,TN,37211,US,5/26/06,MA-20060601 0064701,,Active,MA-20060601 0064701,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200606010064701,1.15E+12
7658763,367777,O.I.C MCPHERSON PLACE TOWNHOMES,5516 MAPLESONG DR,,NASHVILLE,TN,37211,US,5/26/06,MA-20060601 0064701,,Active,MA-20060601 0064701,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200606010064701,1.15E+12
7658766,367780,O.I.C. MCPHERSON PLACE TOWNHOMES,5516 MAPLESONG DR,,NASHVILLE,TN,37211,US,5/26/06,MA-20060601 0064701,,Active,MA-20060601 0064701,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200606010064701,1.15E+12
7658767,367783,O.I.C. MCPHERSON PLACE TOWNHOMES,5516 MAPLESONG DR,,NASHVILLE,TN,37211,US,5/26/06,MA-20060601 0064701,,Active,MA-20060601 0064701,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200606010064701,1.15E+12
7658768,367786,O.I.C. MCPHERSON PLACE TOWNHOMES,5516 MAPLESONG DR,,NASHVILLE,TN,37211,US,5/26/06,MA-20060601 0064701,,Active,MA-20060601 0064701,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200606010064701,1.15E+12
7658776,367789,O.I.C MCPHERSON PLACE TOWNHOMES,5516 MAPLESONG DR,,NASHVILLE,TN,37211,US,5/26/06,MA-20060601 0064701,,Active,MA-20060601 0064701,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200606010064701,1.15E+12
7658787,367792,O.I.C. MCPHERSON PLACE TOWNHOMES,5516 MAPLESONG DR,,NASHVILLE,TN,37211,US,5/26/06,MA-20060601 0064701,,Active,MA-20060601 0064701,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200606010064701,1.15E+12
7658788,367795,O.I.C. MCPHERSON PLACE TOWNHOMES,5516 MAPLESONG DR,,NASHVILLE,TN,37211,US,5/26/06,MA-20060601 0064701,,Active,MA-20060601 0064701,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200606010064701,1.15E+12
7658789,367798,O.I.C. MCPHERSON PLACE TOWNHOMES,5516 MAPLESONG DR,,NASHVILLE,TN,37211,US,5/26/06,MA-20060601 0064701,,Active,MA-20060601 0064701,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200606010064701,1.15E+12
7658791,367801,O.I.C. MCPHERSON PLACE TOWNHOMES,5516 MAPLESONG DR,,NASHVILLE,TN,37211,US,5/26/06,MA-20060601 0064701,,Active,MA-20060601 0064701,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200606010064701,1.15E+12
7658795,367804,O.I.C. MCPHERSON PLACE TOWNHOMES,5516 MAPLESONG DR,,NASHVILLE,TN,37211,US,5/26/06,MA-20060601 0064701,,Active,MA-20060601 0064701,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200606010064701,1.15E+12
7658797,367807,O.I.C. MCPHERSON PLACE TOWNHOMES,5516 MAPLESONG DR,,NASHVILLE,TN,37211,US,5/26/06,MA-20060601 0064701,,Active,MA-20060601 0064701,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200606010064701,1.15E+12
7658801,367810,O.I.C. MCPHERSON PLACE TOWNHOMES,5516 MAPLESONG DR,,NASHVILLE,TN,37211,US,5/26/06,MA-20060601 0064701,,Active,MA-20060601 0064701,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200606010064701,1.15E+12
7650877,358152,O.I.C.  VILLAGES AT ACKLEN II,,,,,,US,5/24/06,MA-20060526 0062317,380000,Active,MA-20060526 0062317,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200605260062317,1.15E+12
7660096,356976,O.I.C KIRKWOOD AVENUE TOWNHOMES,926 KIRKWOOD AV,,NASHVILLE,TN,37204,US,5/24/06,MA-20060525 0061460,,Active,MA-20060525 0061460,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200605250061460,1.15E+12
7761742,359655,O.I.C. VILLAGES AT LONG BOULEVARD I,4320 KENILWOOD DR,,NASHVILLE,TN,37204,US,5/24/06,MA-20060627 0076772,,Active,MA-20060627 0076772,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200606270076772,1.15E+12
7659810,368242,O.I.C BUCHANAN STREET TOWNHOMES,330 FRANKLIN RD STE # 135 A BOX 114,,BRENTWOOD,TN,37027,US,5/23/06,MA-20060524 0060916,,Active,MA-20060524 0060916,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200605240060916,1.15E+12
7727693,384226,O.I.C. HOMEOWNERS ASSOC NEW YORK TOWNHOMES,650 WEDGEWOOD AV,,NASHVILLE,TN,37203,US,5/22/06,MA-20060526 0061882,,Active,MA-20060526 0061882,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200605260061882,1.15E+12
7637536,359163,O.I.C. SIXTEEN HUNDRED TOWNHOMES,1612 5TH AV N,,NASHVILLE,TN,37208,US,5/18/06,MA-20060523 0060523,,Active,MA-20060523 0060523,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200605230060523,1.15E+12
7638543,359717,O.I.C. OUTER TOWNHOMES,150 4TH AV N STE 2000,,NASHVILLE,TN,37219,US,5/15/06,MA-20060515 0056676,,Active,MA-20060515 0056676,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200605150056676,1.15E+12
7655289,367586,O.I.C. NASSAU TOWNHOMES,1146 OLMSTEAD DR,,MURFREESBORO,TN,37129,US,5/5/06,MA-20060508 0053440,,Active,MA-20060508 0053440,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200605080053440,1.15E+12
7954608,357812,O.I.C. 1543 BATTLEFIELD DRIVE TOWNHOMES,1203 ASHWOOD AV,,NASHVILLE,TN,37212,US,5/3/06,MA-20060504 0051579,0,Active,MA-20060504 0051579,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200605040051579,1.15E+12
7660221,368551,O.I.C. GREEN HILLS PLACE TOWNHOMES,1620 COOPER CREEK LN,,FRANKLIN,TN,37064,US,4/28/06,MA-20060511 0055571,,Active,MA-20060511 0055571,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200605110055571,1.15E+12
7712829,378396,O.I.C CLEARVIEW TOWNHOMES,702B CLEARVIEW DR,,NASHVILLE,TN,37205,US,4/26/06,MA-20060504 0052292,0,Active,MA-20060504 0052292,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200605040052292,1.15E+12
7660836,368842,O.I.C. SHARONWOOD CONDOMINIUMS,1029 TYNE BOULEVARD,,NASHVILLE,TN,37215,US,4/21/06,MA-20060425 0047376,,Active,MA-20060425 0047376,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200604250047376,1.15E+12
7660837,368843,O.I.C. SHARONWOOD CONDOMINIUMS,1029 TYNE BOULEVARD,,NASHVILLE,TN,37215,US,4/21/06,MA-20060425 0047376,,Active,MA-20060425 0047376,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200604250047376,1.15E+12
7663067,358104,O.I.C. SHARONWOOD CONDOMINIUMS,1029 TYNE BOULEVARD,,NASHVILLE,TN,37215,US,4/21/06,MA-20060425 0047376,,Active,MA-20060425 0047376,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200604250047376,1.15E+12
7663069,358105,O.I.C. SHARONWOOD CONDOMINIUMS,1029 TYNE BOULEVARD,,NASHVILLE,TN,37215,US,4/21/06,MA-20060425 0047376,,Active,MA-20060425 0047376,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200604250047376,1.15E+12
7637698,359201,O.I.C. WOODMONT WAYE,155 FRANKLIN RD STE 120 C/O R. F. KAVIN,,BRENTWOOD,TN,37027,US,4/18/06,MA-20060418 0044061,,Active,MA-20060418 0044061,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200604180044061,1.15E+12
7637707,359206,O.I.C. WOODMONT WAYE,10 COMPTON TC,,NASHVILLE,TN,37215,US,4/18/06,MA-20060418 0044061,,Active,MA-20060418 0044061,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200604180044061,1.15E+12
7964146,368849,O.I.C.GREENWAY PARK BROWNSTONES,3015 POSTON AV,,NASHVILLE,TN,37203,US,4/12/06,MA-20060413 0042742,,Active,MA-20060413 0042742,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200604130042742,1.14E+12
7964147,368848,O.I.C. GREENWAY PARK BROWNSTONES,3015 POSTON AV,,NASHVILLE,TN,37203,US,4/12/06,MA-20060413 0042742,,Active,MA-20060413 0042742,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200604130042742,1.14E+12
7633605,357805,O.I.C.  MARLBOROUGH AVENUE CONDOMINIUMS,3883 PERKINS RD,,THOMPSONS STATION,TN,37179,US,4/10/06,MA-20060512 0055811,,Active,MA-20060512 0055811,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200605120055811,1.14E+12
7659735,368192,O.I.C. LEALAND HEIGHTS TOWNHOMES,629 POST OAK CR,,BRENTWOOD,TN,37027,US,4/4/06,MA-20060411 0041740,,Active,MA-20060411 0041740,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200604110041740,1.14E+12
7730679,361057,O.I.C. AUTUMN RIDGE TOWNHOMES,9102 CONCORD RD,,BRENTWOOD,TN,37027,US,3/31/06,MA-20060404 0038533,,Active,MA-20060404 0038533,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200604040038533,1.14E+12
7633596,357801,O.I.C. EAST MEADE CONDOMINIUMS,P O BOX 153,,GOODLETTSVILLE,TN,37070,US,3/27/06,MA-20060524 0060872,,Active,MA-20060524 0060872,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200605240060872,1.14E+12
7640111,360666,O.I.C THE VILLAS AT CONCORD PLACE PHASE 2,370 MALLORY STATION RD STE 500,,FRANKLIN,TN,37067,US,3/27/06,MA-20060328 0035297,,Inactive,MA-20060328 0035297,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200603280035297,1.14E+12
7854436,351609,"ELYSIAN FIELDS COMM. CONDO. ASSOC., INC, THE",902 MURFREESBORO RD,,NASHVILLE,TN,37217,US,3/23/06,MA-20060327 0034373,,Active,MA-20060327 0034373,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200603270034373,1.14E+12
7948034,357384,O.I.C. SPRINGDALE CONDOMINIUMS,2911 WOODLAWN DR,,NASHVILLE,TN,37215,US,3/16/06,MA-20060320 0031496,,Active,MA-20060320 0031496,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200603200031496,1.14E+12
7775923,384725,O.I.C  DOMINION TOWNHOMES PHASE 2,1146 OLMSTEAD DR,,MURFREESBORO,TN,37128,US,3/14/06,MA-20060315 0029988,,Active,MA-20060315 0029988,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200603150029988,1.14E+12
7753119,356967,O.I.C. ST. MARTIN SQUARE AT SEVEN SPRINGS CONDOMINIUMS,1700 HAYES ST STE 104,,NASHVILLE,TN,37204,US,3/10/06,MA-20060310 0028319,,Active,MA-20060310 0028319,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200603100028319,1.14E+12
7660578,368703,O.I.C. PRESIDENT'S RESERVE AT BRENTWOOD PHASE 1,P O BOX 966 C/O OHB DEVELOPMENT GRP INC,,BRENTWOOD,TN,37024,US,3/9/06,MA-20060317 0030917,,Active,MA-20060317 0030917,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200603170030917,1.14E+12
7663282,368176,O.I.C  ALBEMARLE CONDOMINIUMS,5250 VIRGINIA WY STE 100,,BRENTWOOD,TN,37027,US,3/8/06,MA-20060309 0027782,,Active,MA-20060309 0027782,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200603090027782,1.14E+12
7731566,367546,O.I.C. WOODBURY TOWNHOMES PHASE 1,1700 HAYES ST STE 104,,NASHVILLE,TN,37203,US,3/7/06,MA-20060310 0028278,,Active,MA-20060310 0028278,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200603100028278,1.14E+12
7747207,377281,"O.I.C. SOUTHGATE CONDOS HOMEOWNERS ASSOC., INC.",2200 ABBOTT MARTIN RD,,NASHVILLE,TN,37215,US,3/7/06,MA-20060307 0026322,,Active,MA-20060307 0026322,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200603070026322,1.14E+12
7633325,357705,O.I.C. LENOX CREEKSIDE,2180 WEST SR 434 STE 5000,,LONGWOOD,FL,32779,US,3/3/06,MA-20060306 0025686,0,Active,MA-20060306 0025686,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200603060025686,1.14E+12
7633327,357706,O.I.C LENOX CREEKSIDE,6026 NOLENSVILLE ROAD,,NASHVILLE,TN,37211,US,3/3/06,MA-20060306 0025686,,Active,MA-20060306 0025686,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200603060025686,1.14E+12
7633331,357708,O.I.C. LENOX CREEKSIDE,2180 WEST SR 434 STE 5000,,LONGWOOD,FL,32779,US,3/3/06,MA-20060306 0025686,0,Active,MA-20060306 0025686,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200603060025686,1.14E+12
7710839,357707,O.I.C. LENOX CREEKSIDE,6043 NOLENSVILLE PK,,NASHVILLE,TN,37211,US,3/3/06,MA-20060306 0025686,,Active,MA-20060306 0025686,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200603060025686,1.14E+12
7751290,357709,O.I.C. LENOX CREEKSIDE,2180 WEST SR 434 STE 5000,,LONGWOOD,FL,32779,US,3/3/06,MA-20060306 0025686,0,Active,MA-20060306 0025686,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200603060025686,1.14E+12
7659724,368184,O.I.C. WHITE OAK HEIGHTS TOWNHOMES,36 BELCARO CR,,NASHVILLE,TN,37215,US,2/27/06,MA-20060314 0029300,,Active,MA-20060314 0029300,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200603140029300,1.14E+12
7967322,369951,O.I.C. BEACON WAY TOWNHOMES,4408 BEACON DR,,NASHVILLE,TN,37215,US,2/27/06,MA-20060301 0023571,,Active,MA-20060301 0023571,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200603010023571,1.14E+12
7745524,353456,O.I.C. ADELICIA CONDOMINIUM,1600 DIVISION ST STE 580,,NASHVILLE,TN,37203,US,2/22/06,MA-20060222 0020964,,Active,MA-20060222 0020964,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200602220020964,1.14E+12
7632212,357392,O.I.C. CORAL PLACE HOMEOWNERS ASSOCIATION,4316 DALE ST,,NASHVILLE,TN,37204,US,2/21/06,MA-20060303 0025038,,Active,MA-20060303 0025038,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200603030025038,1.14E+12
7631095,356921,O.I.C OVERHILL PLACE,4316 DALE AVE,,NASHVILLE,TN,37204,US,2/17/06,MA-20060303 0025041,,Active,MA-20060303 0025041,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200603030025041,1.14E+12
7720551,357135,O.I.C. SUMMER STREET LOFTS,1200 5TH AV N STE 104,,NASHVILLE,TN,37208,US,2/2/06,MA-20060210 0016660,,Active,MA-20060210 0016660,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200602100016660,1.14E+12
7624851,351852,O.I.C. VILLA GREEN TOWNHOMES,4721 CHALMERS DR,,NASHVILLE,TN,37215,US,1/31/06,MA-20060206 0014801,,Active,MA-20060206 0014801,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200602060014801,1.14E+12
7646498,363373,O.I.C. HAMILTON CROSSINGS TOWNHOMES,1700 HAYES ST STE 104,,NASHVILLE,TN,37203,US,1/31/06,MA-20060206 0014793,,Active,MA-20060206 0014793,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200602060014793,1.14E+12
7641736,361530,O.I.C GALBRAITH HEIGHTS TOWNHOMES,3307 LOU CT,,MURFREESBORO,TN,37129,US,1/30/06,MA-20060207 0015031,,Active,MA-20060207 0015031,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200602070015031,1.14E+12
7773749,393443,O.I.C. SHACKLEFORD TOWNHOMES,1620 COOPER CREEK LN,,FRANKLIN,TN,37064,US,1/30/06,MA-20060202 0012951,,Active,MA-20060202 0012951,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200602020012951,1.14E+12
7617261,350561,O.I.C. GALE LANE CONDO,P O BOX 2324,,BRENTWOOD,TN,37024,US,1/26/06,MA-20060131 0011884,,Active,MA-20060131 0011884,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200601310011884,1.14E+12
7726364,383626,O.I.C. HOMEOWNERS ASSOC BAXTER LANE TOWNHOMES,214 OVERLOOK CR STE 115,,BRENTWOOD,TN,37027,US,1/5/06,MA-20060105 0001731,,Active,MA-20060105 0001731,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200601050001731,1.14E+12
7632370,351439,O.I.C. HOMEOWNERS ASSOC WOODMONT VILLAGE,2033 RICHARD JONES RD,,NASHVILLE,TN,37215,US,1/4/06,MA-20060105 0001652,,Active,MA-20060105 0001652,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200601050001652,1.14E+12
7608082,310241,O.I.C. 320 BROADWAY CONDO,4525 HARDING RD STE 234,,NASHVILLE,TN,37205,US,12/30/05,MA-20051230 0157047,,Active,MA-20051230 0157047,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200512300157047,1.14E+12
7645445,363034,O.I.C CHEEK ROAD TOWNHOMES,9028 MAYFIELD CT,,NASHVILLE,TN,37207,US,12/30/05,MA-20051230 0157011,,Active,MA-20051230 0157011,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200512300157011,1.14E+12
7652048,365915,O.I.C GEW TOWNHOMES,1102 BILTMORE DR,,NASHVILLE,TN,37204,US,12/30/05,MA-20051230 0157019,,Active,MA-20051230 0157019,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200512300157019,1.14E+12
7652062,365929,O.I.C GALBRAITH DRIVE TOWNHOMES,4310 GOSEY HILL RD,,FRANKLIN,TN,37064,US,12/30/05,MA-20060105 0001830,,Active,MA-20060105 0001830,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200601050001830,1.14E+12
7652070,365937,O.I.C. GALBRAITH PLACE TOWNHOMES,4759 PETTY AV,,NORCO,CA,92860,US,12/30/05,MA-20060105 0001838,,Active,MA-20060105 0001838,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200601050001838,1.14E+12
7696601,310655,O.I.C. KENNER MANOR CONDO,2501 HILLSBORO RD # 7,,NASHVILLE,TN,37212,US,12/30/05,MA-20051230 0156803,,Active,MA-20051230 0156803,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200512300156803,1.14E+12
7608901,310659,O.I.C.  920-922 S DOUGLAS CONDO,2401 FRANKLIN RD C/O R BUBIS,,NASHVILLE,TN,37204,US,12/28/05,MA-20051228 0155710,,Active,MA-20051228 0155710,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200512280155710,1.14E+12
7652075,311532,O.I.C. THE MEWS ON WOODMONT,4525 HARDING PK STE 200,,NASHVILLE,TN,37205,US,12/28/05,MA-20051229 0156437,,Active,MA-20051229 0156437,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200512290156437,1.14E+12
7652078,311526,O.I.C. BELMONT PARK COURT TOWNHOMES,4525 HARDING RD STE 200,,NASHVILLE,TN,37205,US,12/28/05,MA-20051229 0156440,,Active,MA-20051229 0156440,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200512290156440,1.14E+12
7652084,347369,O.I.C. BELMONT PARK COURT II TOWNHOMES,1309 BELMONT PARK CT,,NASHVILLE,TN,37215,US,12/28/05,MA-20051229 0156439,,Active,MA-20051229 0156439,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200512290156439,1.14E+12
7652822,311684,"O.I.C, CROSS CREEK 1 TOWNHOMES",4525 HARDING RD STE 200,,NASHVILLE,TN,37205,US,12/28/05,MA-20051229 0156438,,Active,MA-20051229 0156438,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200512290156438,1.14E+12
7652846,310641,O.I.C. LEALAND/OUTER 1 TOWNHOMES,4525 HARDING RD STE 200,,NASHVILLE,TN,37205,US,12/28/05,MA-20051229 0156441,265200,Active,MA-20051229 0156441,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200512290156441,1.14E+12
7734459,386125,O.I.C. THE MEWS ON WOODMONT TOWNHOMES,4525 HARDING PK STE 200,,NASHVILLE,TN,37205,US,12/28/05,MA-20051229 0156437,,Active,MA-20051229 0156437,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200512290156437,1.14E+12
7692241,311266,O.I.C. MEDICAL DENTAL PLAZA,500 LENTZ DR # 60,,MADISON,TN,37115,US,12/22/05,MA-20051229 0156181,,Active,MA-20051229 0156181,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200512290156181,1.14E+12
7628481,311228,"OIC, RIVERFRONT CONDO","2002 RICHARD JONES RD, STE 200A",,NASHVILLE,TN,37215,US,12/21/05,MA-20051221 0153160,,Inactive,MA-20051221 0153160,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200512210153160,1.14E+12
7945194,350167,O.I.C. GRAYBAR LANE TOWNHOMES,650 WEDGEWOOD AVE,,NASHVILLE,TN,37203,US,12/21/05,MA-20051227 0153538,,Active,MA-20051227 0153538,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200512270153538,1.14E+12
7727017,350906,VILLAGES AT ACKLEN O.I.C,9210 CONCORD RD,,BRENTWOOD,TN,37027,US,12/20/05,MA-20051221 0152869,,Active,MA-20051221 0152869,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200512210152869,1.14E+12
7727033,366920,"ALLIANCE DEVELOPMENT, LLC.",9210 CONCORD RD,,BRENTWOOD,TN,37027,US,12/20/05,MA-20051221 0152869,388000,Inactive,MA-20051221 0152869,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200512210152869,1.14E+12
7641706,361526,O.I.C. OUTER DRIVE TOWNHOMES,4525 HARDING PK STE 200,,NASHVILLE,TN,37205,US,12/15/05,MA-20051216 0151270,,Active,MA-20051216 0151270,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200512160151270,1.13E+12
7608885,310645,O.I.C. 3310 ELKINS AV CONDO,3310 ELKINS AVENUE,,NASHVILLE,TN,37209,US,12/14/05,MA-20051214 0150317,,Active,MA-20051214 0150317,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200512140150317,1.13E+12
7643216,310142,O.I.C. BENNIE-DILLON CONDOMINIUM,201 4TH AV N STE 1100 C/O A. GIARRATANA,,NASHVILLE,TN,37219,US,12/13/05,MA-20051215 0150617,,Active,MA-20051215 0150617,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200512150150617,1.13E+12
7632266,357412,O.I.C. BELMONT PARK TERRACE TOWNHOMES,515 DEKEMONT LN C/O KELL HOLLAND,,BRENTWOOD,TN,37027,US,12/12/05,MA-20051230 0156862,,Active,MA-20051230 0156862,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200512300156862,1.13E+12
7651636,365699,O.I.C. TOWN CENTER HOMES AT LENOX VILLAGE SECTION III,6026 NOLENSVILLE RD,,NASHVILLE,TN,37211,US,11/30/05,MA-20060120 0007914,,Inactive,MA-20060120 0007914,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200601200007914,1.13E+12
7608678,310537,O.I.C. BRIDGEWATER,120 DONELSON PK,,NASHVILLE,TN,37214,US,11/22/05,MA-20051122 0141076,,Active,MA-20051122 0141076,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200511220141076,1.13E+12
7608681,310540,O.I.C. BRIDGEWATER,120 DONELSON PK,,NASHVILLE,TN,37214,US,11/22/05,MA-20051122 0141076,,Active,MA-20051122 0141076,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200511220141076,1.13E+12
7608684,310543,O.I.C. BRIDGEWATER,120 DONELSON PK,,NASHVILLE,TN,37214,US,11/22/05,MA-20051122 0141076,,Active,MA-20051122 0141076,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200511220141076,1.13E+12
7608687,310546,O.I.C. BRIDGEWATER,120 DONELSON PK,,NASHVILLE,TN,37214,US,11/22/05,MA-20051122 0141076,,Active,MA-20051122 0141076,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200511220141076,1.13E+12
7608690,310549,O.I.C. BRIDGEWATER,120 DONELSON PK,,NASHVILLE,TN,37214,US,11/22/05,MA-20051122 0141076,,Active,MA-20051122 0141076,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200511220141076,1.13E+12
7608693,310552,O.I.C. BRIDGEWATER,120 DONELSON PK,,NASHVILLE,TN,37214,US,11/22/05,MA-20051122 0141076,,Active,MA-20051122 0141076,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200511220141076,1.13E+12
7608696,310555,O.I.C. BRIDGEWATER,120 DONELSON PK,,NASHVILLE,TN,37214,US,11/22/05,MA-20051122 0141076,,Active,MA-20051122 0141076,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200511220141076,1.13E+12
7609765,310558,O.I.C. BRIDGEWATER,120 DONELSON PK,,NASHVILLE,TN,37214,US,11/22/05,MA-20051122 0141076,,Active,MA-20051122 0141076,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200511220141076,1.13E+12
7609770,310561,O.I.C. BRIDGEWATER,120 DONELSON PK,,NASHVILLE,TN,37214,US,11/22/05,MA-20051122 0141076,,Active,MA-20051122 0141076,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200511220141076,1.13E+12
7609773,310564,O.I.C. BRIDGEWATER,120 DONELSON PK,,NASHVILLE,TN,37214,US,11/22/05,MA-20051122 0141076,,Active,MA-20051122 0141076,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200511220141076,1.13E+12
7609776,310567,O.I.C. BRIDGEWATER,120 DONELSON PK,,NASHVILLE,TN,37214,US,11/22/05,MA-20051122 0141076,,Active,MA-20051122 0141076,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200511220141076,1.13E+12
7609796,310570,O.I.C BRIDGEWATER,120 DONELSON PK,,NASHVILLE,TN,37214,US,11/22/05,MA-20051122 0141076,,Active,MA-20051122 0141076,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200511220141076,1.13E+12
7609799,310573,O.I.C BRIDGEWATER,120 DONELSON PK,,NASHVILLE,TN,37214,US,11/22/05,MA-20051122 0141076,,Active,MA-20051122 0141076,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200511220141076,1.13E+12
7609802,310576,O.I.C BRIDGEWATER,120 DONELSON PK,,NASHVILLE,TN,37214,US,11/22/05,MA-20051122 0141076,,Active,MA-20051122 0141076,Master Deed,https://www.davidsonportal.com/gis/file.php?file=200511220141076,1.13E+12
